Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
20856,Wisconsin Power & Light Co,4050,Edgewater,Map,Map,WI,Sheboygan,MISO,Electric Utility,BESS1,,99.0,99.0,99.0,Batteries,MWH,BA,6,2026,(T) Regulatory approvals received. Not under construction,43.715142,-87.705860
65384,"Cartier Energy, LLC",52061,Hartford Hospital Cogeneration,Map,Map,CT,Hartford,ISNE,Commercial CHP,GEN6,,6.0,6.0,6.4,Natural Gas Fired Combustion Turbine,NG,GT,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",41.763100,-72.673300
60229,"Quail Holdings, LLC",60434,Quail Holdings,Map,Map,NC,Davie,DUK,IPP Non-CHP,PV1,,30.0,30.0,30.0,Solar Photovoltaic,SUN,PV,6,2026,(L) Regulatory approvals pending. Not under construction,35.865300,-80.570000
60395,"California Ethanol Power, LLC",60670,CE&P Imperial Valley 1,Map,Map,CA,Imperial,IID,Industrial CHP,1,,50.0,50.0,50.0,All Other,OTH,CC,6,2026,(T) Regulatory approvals received. Not under construction,32.912778,-115.518300
60018,"NET Power, LLC",60910,NET Power La Porte Station,Map,Map,TX,Harris,ERCO,IPP Non-CHP,NPLPS,,25.5,5.0,5.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2026,(OT) Other,29.646791,-95.054150
13402,Nevada Irrigation District,60988,Loma Rica Hydroelectric Powerhouse,Map,Map,CA,Nevada,CISO,IPP Non-CHP,HY1,,1.4,1.4,1.4,Conventional Hydroelectric,WAT,HY,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",39.223028,-120.991100
61716,Big Fork Solar,62184,Big Fork Solar,Map,Map,SC,Barnwell,SCEG,IPP Non-CHP,27,,74.9,74.9,74.9,Batteries,MWH,BA,6,2026,(T) Regulatory approvals received. Not under construction,33.135275,-81.239110
61718,Chapman Solar,62186,Chapman Solar,Map,Map,SC,Darlington,CPLE,IPP Non-CHP,28,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,6,2026,"(V) Under construction, more than 50 percent complete",34.369819,-80.024810
61720,Colleton Solar,62188,Colleton Solar,Map,Map,SC,Colleton,SCEG,IPP Non-CHP,31,,74.9,74.9,74.9,Batteries,MWH,BA,6,2026,(T) Regulatory approvals received. Not under construction,33.123794,-80.842480
61722,Crossroads Solar,62190,Crossroads Solar,Map,Map,SC,Barnwell,SCEG,IPP Non-CHP,33,,50.0,50.0,50.0,Batteries,MWH,BA,6,2026,(T) Regulatory approvals received. Not under construction,33.368886,-81.364970
61753,Luz Solar,62236,Luz Solar,Map,Map,SC,Darlington,CPLE,IPP Non-CHP,50,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,34.370203,-80.027300
61805,Pruger Solar II,62293,Pruger Solar II,Map,Map,SC,Marion,CPLE,IPP Non-CHP,64,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,34.199211,-79.302950
61807,Quest Solar,62299,Quest Solar,Map,Map,SC,Allendale,SCEG,IPP Non-CHP,67,,50.0,50.0,50.0,Batteries,MWH,BA,6,2026,(T) Regulatory approvals received. Not under construction,32.976531,-81.226810
61834,Stamey Solar,62313,Stamey Solar,Map,Map,SC,Darlington,CPLE,IPP Non-CHP,77,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,34.381056,-80.134330
63524,Freepoint Commodities LLC,63846,Raceway Solar,Map,Map,DE,Kent,PJM,IPP Non-CHP,RACE,,50.0,50.0,50.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,38.909956,-75.588190
63792,Hornet Solar LLC,64167,Hornet Solar,Map,Map,NC,Gaston,DUK,IPP Non-CHP,GEN,,73.0,73.0,73.0,Solar Photovoltaic,SUN,PV,6,2026,(L) Regulatory approvals pending. Not under construction,35.387000,-81.029000
63826,201LC 8me LLC,64216,Rockmont Solar and Storage Project,Map,Map,NM,San Juan,PNM,IPP Non-CHP,201LC,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",36.776579,-108.375100
63826,201LC 8me LLC,64216,Rockmont Solar and Storage Project,Map,Map,NM,San Juan,PNM,IPP Non-CHP,309SJ,,30.0,30.0,30.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",36.776579,-108.375100
66347,"Placid Solar II, LLC",64345,Highland Solar North,Map,Map,FL,Highlands,FPC,IPP Non-CHP,1112,,74.9,74.9,74.9,Solar Photovoltaic,SUN,PV,6,2026,(L) Regulatory approvals pending. Not under construction,27.282100,-81.425600
64217,Bald Mountain Solar LLC,64598,Bald Mountain Solar,Map,Map,NY,Washington,NYIS,IPP Non-CHP,GEN1,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",43.135200,-73.564700
64218,Greens Corners Solar,64599,Greens Corners Solar,Map,Map,NY,Jefferson,NYIS,IPP Non-CHP,GEN1,,120.0,120.0,120.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",43.935900,-75.972680
57416,"Acciona Energy USA Global, LLC",64658,"AEUG Fleming Solar, LLC",Map,Map,KY,Fleming,PJM,IPP Non-CHP,AFS,,188.5,188.5,188.5,Solar Photovoltaic,SUN,PV,6,2026,(L) Regulatory approvals pending. Not under construction,38.429925,-83.771560
64356,"Bedington Energy Facility, LLC",64848,"Bedington Energy Facility, LLC",Map,Map,WV,Berkeley,PJM,IPP Non-CHP,BEF1,,50.0,50.0,50.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",39.531839,-77.887090
63467,Naturgy Candela DevCo LLC,65050,Mark Center Solar Project,Map,Map,OH,Defiance,PJM,IPP Non-CHP,MRC1,,90.0,90.0,90.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,41.288044,-84.611320
64476,"Hope Solar One, LLC",65060,Hope Solar One,Map,Map,RI,Providence,ISNE,IPP Non-CHP,VCP02,,3.5,3.5,3.5,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",41.729285,-71.637590
64587,"Renegade Renewables, LLC",65310,Renegade Solar Project (Dawn),Map,Map,TX,Deaf Smith,ERCO,IPP Non-CHP,DAWN1,,515.0,515.0,515.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,34.913000,-102.270600
61060,Cypress Creek Renewables,65325,High Top Solar,Map,Map,WA,Yakima,PACW,IPP Non-CHP,98936,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,46.522974,-119.958600
64741,"Homestead Energy Storage, LLC",65398,Homestead Energy Storage LLC,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,HMSD1,,14.0,14.0,14.0,Batteries,MWH,BA,6,2026,(T) Regulatory approvals received. Not under construction,34.489090,-118.616700
65084,Eldora Energy LLC,65847,Eldora Energy LLC,Map,Map,TX,Matagorda,ERCO,IPP Non-CHP,ELDBS,,200.0,200.0,200.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",28.865989,-96.121690
65084,Eldora Energy LLC,65847,Eldora Energy LLC,Map,Map,TX,Matagorda,ERCO,IPP Non-CHP,ELDPV,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",28.865989,-96.121690
65157,"Garcitas Creek Solar, LLC",65973,Garcitas Creek Solar,Map,Map,TX,Jackson,ERCO,IPP Non-CHP,GCS,,201.9,201.9,201.9,Solar Photovoltaic,SUN,PV,6,2026,(L) Regulatory approvals pending. Not under construction,28.811368,-96.648010
65475,"Gransolar Texas Fifteen, LLC",66396,Naduah Solar,Map,Map,TX,Limestone,ERCO,IPP Non-CHP,NDUAH,,102.3,102.3,102.3,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",31.521467,-96.673850
65481,"Hecate Grid Gwent Storage 1, LLC",66409,Hecate Grid Gwent Storage 1,Map,Map,CA,Ventura,CISO,IPP Non-CHP,GWNT,,135.0,135.0,135.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",34.280930,-118.903000
65627,NRG THW GT LLC,66601,NRG THW GT Electric Generating Station,Map,Map,TX,Harris,ERCO,IPP Non-CHP,GT61,,188.7,204.0,222.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2026,"(U) Under construction, less than or equal to 50 percent complete",29.943892,-95.531250
65627,NRG THW GT LLC,66601,NRG THW GT Electric Generating Station,Map,Map,TX,Harris,ERCO,IPP Non-CHP,GT62,,188.7,204.0,222.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2026,"(U) Under construction, less than or equal to 50 percent complete",29.943892,-95.531250
55937,Entergy Texas Inc.,66621,Orange County Advanced Power Station,Map,Map,TX,Orange,MISO,Electric Utility,1A,,453.0,396.6,428.3,Natural Gas Fired Combined Cycle,NG,CT,6,2026,(T) Regulatory approvals received. Not under construction,30.025251,-93.871340
55937,Entergy Texas Inc.,66621,Orange County Advanced Power Station,Map,Map,TX,Orange,MISO,Electric Utility,1B,,453.0,396.6,428.3,Natural Gas Fired Combined Cycle,NG,CT,6,2026,(T) Regulatory approvals received. Not under construction,30.025251,-93.871340
55937,Entergy Texas Inc.,66621,Orange County Advanced Power Station,Map,Map,TX,Orange,MISO,Electric Utility,1C,,400.0,365.0,360.6,Natural Gas Fired Combined Cycle,NG,CA,6,2026,(T) Regulatory approvals received. Not under construction,30.025251,-93.871340
65739,"Lake Iris Solar, LLC",66745,Lake Iris Solar Project,Map,Map,MI,St Clair,MISO,IPP Non-CHP,LIS1,,96.5,96.5,96.5,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",43.084749,-82.687150
65764,"Lighthouse Pier S, LLC",66787,Elevate Pier S,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,ELVPS,,70.0,70.0,70.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",33.764993,-118.223700
65815,Sunraycer Assets I LLC,66895,"Lupinus Solar 1, LLC",Map,Map,TX,Franklin,ERCO,IPP Non-CHP,LP1BA,,83.0,83.0,83.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",30.303385,-95.256920
65815,Sunraycer Assets I LLC,66895,"Lupinus Solar 1, LLC",Map,Map,TX,Franklin,ERCO,IPP Non-CHP,LP1PV,,165.0,165.0,165.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",30.303385,-95.256920
56545,Pattern Operators LP,66923,SunZia Wind South,Map,Map,NM,Lincoln,,IPP Non-CHP,SZW-S,,"2,561.2","2,561.2","2,561.2",Onshore Wind Turbine,WND,WT,6,2026,(T) Regulatory approvals received. Not under construction,34.351782,-105.592500
56545,Pattern Operators LP,66924,SunZia Wind North,Map,Map,NM,Torrance,,IPP Non-CHP,SZW-N,,"1,089.0","1,089.0","1,089.0",Onshore Wind Turbine,WND,WT,6,2026,(T) Regulatory approvals received. Not under construction,34.351782,-105.592500
66122,Alina Energy LLC,67250,Alina Energy LLC,Map,Map,TX,Wilson,ERCO,IPP Non-CHP,ALIBS,,200.0,200.0,200.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",29.161128,-98.089880
66122,Alina Energy LLC,67250,Alina Energy LLC,Map,Map,TX,Wilson,ERCO,IPP Non-CHP,ALIPV,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",29.161128,-98.089880
66178,Liberty Renewables Incorporated,67346,Hoffman Falls Wind 2,Map,Map,NY,Madison,NYIS,IPP Non-CHP,Q1335,,103.5,102.5,102.5,Onshore Wind Turbine,WND,WT,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",42.964628,-75.753710
6763,Freestone Power Generation LLC,67500,"Pin Oak Creek Energy Center, LLC",Map,Map,TX,Freestone,ERCO,IPP Non-CHP,GT5,,222.0,212.0,230.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2026,"(U) Under construction, less than or equal to 50 percent complete",31.893702,-96.110580
6763,Freestone Power Generation LLC,67500,"Pin Oak Creek Energy Center, LLC",Map,Map,TX,Freestone,ERCO,IPP Non-CHP,GT6,,222.0,212.0,230.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2026,"(U) Under construction, less than or equal to 50 percent complete",31.893702,-96.110580
66234,Nexus Renewables U.S. Inc.,67535,Bell Creek BESS LLC,Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,ASHU1,,200.9,200.9,200.9,Batteries,MWH,BA,6,2026,(T) Regulatory approvals received. Not under construction,29.137519,-95.667970
65654,Birch Creek Development,67552,Elm Flats Solar,Map,Map,TX,Navarro,ERCO,IPP Non-CHP,ELMBA,,50.0,50.0,50.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",32.112224,-93.298140
65654,Birch Creek Development,67552,Elm Flats Solar,Map,Map,TX,Navarro,ERCO,IPP Non-CHP,ELMFL,,125.0,125.0,125.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",32.112224,-93.298140
66272,"Cedar Hill ESS Assets, LLC",67570,Cedar Hill ESS,Map,Map,TX,Dallas,ERCO,IPP Non-CHP,3004,,10.0,10.0,10.0,Batteries,MWH,BA,6,2026,(L) Regulatory approvals pending. Not under construction,32.612139,-96.925110
65815,Sunraycer Assets I LLC,67674,Lupinus Storage 3,Map,Map,TX,Franklin,ERCO,IPP Non-CHP,LUPE3,,50.9,50.9,50.9,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",30.303385,-95.256920
803,Arizona Public Service Co,67964,Agave,Map,Map,AZ,Maricopa,AZPS,Electric Utility,A400M,,150.0,150.0,150.0,Batteries,MWH,BA,6,2026,"(U) Under construction, less than or equal to 50 percent complete",33.323890,-112.839700
64545,Vesper Energy Development LLC,67985,Hornet Solar II (TX) (Hybrid),Map,Map,TX,Swisher,ERCO,IPP Non-CHP,HRNT2,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,6,2026,(L) Regulatory approvals pending. Not under construction,34.483406,-101.969900
64545,Vesper Energy Development LLC,67985,Hornet Solar II (TX) (Hybrid),Map,Map,TX,Swisher,ERCO,IPP Non-CHP,HRT2B,,200.0,200.0,200.0,Batteries,MWH,BA,6,2026,(L) Regulatory approvals pending. Not under construction,34.483406,-101.969900
66579,Cape HoldCo LLC,68068,Cape Generating Station,Map,Map,UT,Beaver,LDWP,IPP Non-CHP,CP1G1,,53.0,28.0,30.5,Geothermal,GEO,BT,6,2026,(T) Regulatory approvals received. Not under construction,38.504443,-112.921200
66625,"Lotus Wind, LLC",68192,Lotus Wind,Map,Map,IL,Macoupin,MISO,IPP Non-CHP,LOTUS,,200.0,200.0,200.0,Onshore Wind Turbine,WND,WT,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",39.498440,-89.930200
66646,"ReWild Renewables, LLC",68211,Grears Corner Solar,Map,Map,DE,New Castle,PJM,IPP Non-CHP,GRER,,4.0,4.0,4.0,Solar Photovoltaic,SUN,PV,6,2026,(L) Regulatory approvals pending. Not under construction,38.380000,-75.706000
66653,"SR Adamsville, LLC",68224,SR Adamsville,Map,Map,TN,Adamsville,TVA,IPP Non-CHP,ADAMV,,25.0,25.0,25.0,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,35.256025,-88.369710
66663,"SR Horus, LLC",68249,SR Horus,Map,Map,KY,Simpson,TVA,IPP Non-CHP,METTR,,79.7,79.7,79.7,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,32.314315,-82.073370
66664,"SR Metter, LLC",68250,SR Metter,Map,Map,GA,Candler,TVA,IPP Non-CHP,METTR,,79.7,79.7,79.7,Solar Photovoltaic,SUN,PV,6,2026,(T) Regulatory approvals received. Not under construction,32.314315,-82.073370
66680,Mondu Solar LLC,68263,Mondu Solar LLC,Map,Map,LA,Pointe Coupee,MISO,IPP Non-CHP,M4515,,150.0,150.0,150.0,Solar Photovoltaic,SUN,PV,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",30.549000,-91.579000
66716,"ATLAS BESS IV, LLC",68321,Atlas BESS IV LLC,Map,Map,AZ,La Paz,CISO,IPP Non-CHP,ALT4,,150.0,150.0,150.0,Batteries,MWH,BA,6,2026,"(V) Under construction, more than 50 percent complete",33.582903,-113.576900
66718,Atlas VIII LLC,68323,Atlas VIII,Map,Map,AZ,La Paz,CISO,IPP Non-CHP,ALT8A,,210.4,210.4,210.4,Batteries,MWH,BA,6,2026,"(V) Under construction, more than 50 percent complete",33.582903,-113.576900
66718,Atlas VIII LLC,68323,Atlas VIII,Map,Map,AZ,La Paz,CISO,IPP Non-CHP,ALT8B,,172.0,172.0,172.0,Batteries,MWH,BA,6,2026,"(V) Under construction, more than 50 percent complete",33.582903,-113.576900
66742,Evans Creek Energy Storage LLC,68334,Evans Creek Energy Storage Project,Map,Map,TX,Val Verde,ERCO,IPP Non-CHP,EVCRK,,103.0,103.0,103.0,Batteries,MWH,BA,6,2026,"(U) Under construction, less than or equal to 50 percent complete",29.746007,-101.140600
803,Arizona Public Service Co,68397,Ironwood Solar,Map,Map,AZ,Yuma,AZPS,Electric Utility,I168M,,168.0,168.0,168.0,Solar Photovoltaic,SUN,PV,6,2026,"(U) Under construction, less than or equal to 50 percent complete",32.915556,-113.577800
66812,Callisto II Energy Center LLC,68422,Callisto II Energy Center,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CALII,,400.0,400.0,400.0,Batteries,MWH,BA,6,2026,"(P) Planned for installation, but regulatory approvals not initiated",29.645345,-95.450250
66797,Cadence Solar Energy LLC,68431,Cadence Solar Energy Center,Map,Map,OH,Union,PJM,IPP Non-CHP,CADNC,,240.0,240.0,240.0,Solar Photovoltaic,SUN,PV,6,2026,"(U) Under construction, less than or equal to 50 percent complete",40.378008,-83.436870
60059,ZGlobal Inc,68519,Madena 3,Map,Map,CA,Yuba,CISO,IPP Non-CHP,MDNA3,,3.9,3.9,3.9,Batteries,MWH,BA,6,2026,"(U) Under construction, less than or equal to 50 percent complete",39.026009,-121.544100
60059,ZGlobal Inc,68520,Madena 4,Map,Map,CA,Placer,CISO,IPP Non-CHP,MNDA4,,5.0,5.0,5.0,Batteries,MWH,BA,6,2026,(L) Regulatory approvals pending. Not under construction,38.977582,-121.376500
66966,"OE_RHC, LLC",68593,OE_RHC,Map,Map,TX,Ector,ERCO,IPP Non-CHP,OERHC,,61.0,61.0,61.0,Solar Photovoltaic,SUN,PV,6,2026,"(U) Under construction, less than or equal to 50 percent complete",31.723088,-102.519600
66967,"OE_RHD, LLC",68594,OE_RHD,Map,Map,TX,Ector,ERCO,IPP Non-CHP,OERHD,,28.0,28.0,28.0,Solar Photovoltaic,SUN,PV,6,2026,"(U) Under construction, less than or equal to 50 percent complete",31.685900,-102.518000
67018,64NB 8me LLC,68661,Aratina Solar Center 1A,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,64BES,,75.0,75.0,75.0,Batteries,MWH,BA,6,2026,"(U) Under construction, less than or equal to 50 percent complete",34.987952,-117.571600
67018,64NB 8me LLC,68661,Aratina Solar Center 1A,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,64NB8,,120.0,120.0,120.0,Solar Photovoltaic,SUN,PV,6,2026,"(U) Under construction, less than or equal to 50 percent complete",34.987952,-117.571600
12869,Monterey Regional Waste Mgmt,10748,Marina Landfill Gas,Map,Map,CA,Monterey,CISO,Commercial Non-CHP,FUTR1,,1.6,1.6,1.6,Landfill Gas,LFG,IC,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",36.713100,-121.768600
12869,Monterey Regional Waste Mgmt,10748,Marina Landfill Gas,Map,Map,CA,Monterey,CISO,Commercial Non-CHP,FUTR2,,1.6,1.6,1.6,Landfill Gas,LFG,IC,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",36.713100,-121.768600
12869,Monterey Regional Waste Mgmt,10748,Marina Landfill Gas,Map,Map,CA,Monterey,CISO,Commercial Non-CHP,FUTR3,,1.6,1.6,1.6,Landfill Gas,LFG,IC,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",36.713100,-121.768600
12869,Monterey Regional Waste Mgmt,10748,Marina Landfill Gas,Map,Map,CA,Monterey,CISO,Commercial Non-CHP,FUTR4,,1.6,1.6,1.6,Landfill Gas,LFG,IC,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",36.713100,-121.768600
63527,"Westlands Cherry, LLC",63850,Cherry,Map,Map,CA,Kings,CISO,IPP Non-CHP,BESS2,,110.0,110.0,110.0,Batteries,MWH,BA,7,2026,(T) Regulatory approvals received. Not under construction,36.122457,-119.923200
63527,"Westlands Cherry, LLC",63850,Cherry,Map,Map,CA,Kings,CISO,IPP Non-CHP,CHERY,,249.7,249.7,249.7,Solar Photovoltaic,SUN,PV,7,2026,(T) Regulatory approvals received. Not under construction,36.122457,-119.923200
5248,Dominion Energy Inc.,65043,Dulles Solar and Storage,Map,Map,VA,Loudoun,PJM,Electric Utility,DUSO,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,7,2026,"(U) Under construction, less than or equal to 50 percent complete",38.950000,-77.500000
66027,Orsted Wind Power North America LLC,65500,Revolution Wind,Map,Map,RI,Washington,ISNE,IPP Non-CHP,REVWD,,715.0,715.0,715.0,Offshore Wind Turbine,WND,WS,7,2026,"(U) Under construction, less than or equal to 50 percent complete",41.152170,-71.077830
58489,OCI Energy LLC,65893,OCI SunRoper,Map,Map,TX,Wharton,ERCO,IPP Non-CHP,OCIRO,,260.0,260.0,260.0,Solar Photovoltaic,SUN,PV,7,2026,(L) Regulatory approvals pending. Not under construction,29.240399,-96.011540
65144,"Samsung C&T Renewables, LLC",65964,"Ursa Solar, LLC",Map,Map,WI,Columbia,MISO,IPP Non-CHP,URSA,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",43.504285,-89.113140
66905,HEC Renewable Energy America LLC,66401,OCI Hillsboro,Map,Map,TX,Hill,ERCO,IPP Non-CHP,OHLBS,,200.0,200.0,200.0,Batteries,MWH,BA,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",31.941000,-97.021000
66905,HEC Renewable Energy America LLC,66401,OCI Hillsboro,Map,Map,TX,Hill,ERCO,IPP Non-CHP,OHLPV,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",31.941000,-97.021000
65482,"Gransolar Texas Thirteen, LLC",66421,Despain Solar,Map,Map,TX,Kinney,ERCO,IPP Non-CHP,GRS13,,236.2,236.0,236.0,Solar Photovoltaic,SUN,PV,7,2026,(L) Regulatory approvals pending. Not under construction,29.282259,-100.209800
65594,EnerSmart Storage,66754,EnerSmart El Cajon BESS,Map,Map,CA,San Diego,CISO,IPP Non-CHP,EC01,,3.0,3.0,3.0,Batteries,MWH,BA,7,2026,(L) Regulatory approvals pending. Not under construction,32.804170,-116.925500
65741,"Hart Solar Partners, LLC",66778,Hart Solar Project,Map,Map,MI,Oceana,MISO,IPP Non-CHP,HS1,,120.0,120.0,120.0,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",43.692866,-86.320970
12796,Monongahela Power Co,66870,Davis Solar (WV),Map,Map,WV,Tucker,PJM,Electric Utility,DAVS,,11.5,11.5,11.5,Solar Photovoltaic,SUN,PV,7,2026,(L) Regulatory approvals pending. Not under construction,39.155005,-79.443340
61060,Cypress Creek Renewables,67662,Payton,Map,Map,IL,Henry,PJM,IPP Non-CHP,PAYTN,,70.0,70.0,70.0,Solar Photovoltaic,SUN,PV,7,2026,(L) Regulatory approvals pending. Not under construction,41.264199,-89.875170
66447,Gladys Solar LLC,67871,Gladys Solar LLC,Map,Map,VA,Campbell,PJM,IPP Non-CHP,ENX29,,60.4,60.4,60.4,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",37.143719,-79.142070
66461,Two Oaks Solar and Storage,67884,Two Oaks Solar and Storage LLC,Map,Map,VA,Louisa,PJM,IPP Non-CHP,ENX27,,118.0,118.0,118.0,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",38.013053,-77.931170
61950,Terra-Gen Operating Co-Solar,68045,"Desert Breeze Solar, LLC",Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,LOC3,,125.0,125.0,125.0,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",35.037778,-117.347200
58468,Dominion Renewable Energy,68072,Bridleton Solar,Map,Map,VA,Henrico,PJM,IPP Non-CHP,BRIDL,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,7,2026,(L) Regulatory approvals pending. Not under construction,37.460000,-77.270000
50123,"Leeward Asset Management, LLC",68085,Red Maple LRE,Map,Map,IL,DeKalb,PJM,IPP Non-CHP,RMS1,,95.0,95.0,95.0,Solar Photovoltaic,SUN,PV,7,2026,"(U) Under construction, less than or equal to 50 percent complete",41.886064,-88.727250
65803,"Raven Storage, LLC",68149,Raven Storage,Map,Map,TX,Wharton,ERCO,IPP Non-CHP,RAVEB,,100.0,100.0,100.0,Batteries,MWH,BA,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",29.575617,-96.088720
66667,"SR Sequatchie, LLC",68254,SR Sequatchie,Map,Map,TN,Sequatchie,TVA,IPP Non-CHP,SEQUA,,8.0,8.0,8.0,Solar Photovoltaic,SUN,PV,7,2026,(T) Regulatory approvals received. Not under construction,35.412666,-85.327800
66760,Lazy U ESS 2 LLC,68356,Lazy U ESS 2,Map,Map,TX,Hardeman,ERCO,IPP Non-CHP,LUBA2,,250.0,250.0,250.0,Batteries,MWH,BA,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",34.265496,-99.872140
66761,Lazy U Solar 1 LLC,68357,Lazy U Solar 1,Map,Map,TX,Hardeman,ERCO,IPP Non-CHP,LUPV1,,250.0,250.0,250.0,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",34.265496,-99.872140
66762,Lazy U Solar 2 LLC,68358,Lazy U Solar 2,Map,Map,TX,Hardeman,ERCO,IPP Non-CHP,LUPV2,,250.0,250.0,250.0,Solar Photovoltaic,SUN,PV,7,2026,"(P) Planned for installation, but regulatory approvals not initiated",34.265496,-99.872140
24008,University of Oregon,54950,Univ of Oregon Central Power Station,Map,Map,OR,Lane,BPAT,Commercial CHP,DG4,,3.0,3.0,3.0,Petroleum Liquids,DFO,IC,8,2026,(L) Regulatory approvals pending. Not under construction,44.048333,-123.073900
63677,"Caden Energix New Kent, LLC",64036,"Caden Energix New Kent, LLC",Map,Map,VA,New Kent,PJM,IPP Non-CHP,ENX08,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,8,2026,(L) Regulatory approvals pending. Not under construction,37.490040,-77.061600
